no,bw_down,cfu,to0,from1,bw20,olt1
54.D10,0.207000002,RETAIL,10,CGW2*.BTC,1.377,OLT03**PMET*3
54.D11,0.207000002,RETAIL,11,CGW*.BDS,1.377,OLT03**PMET*3
54.D12,0.207000002,RETAIL,12,CGW2*.BTC,1.377,OLT03**PMET*3
54.D13,0.207000002,RETAIL,13,CGW*.BDS,1.377,OLT03**PMET*3
54.D14,0.207000002,RETAIL,14,CGW*.MDO,1.377,OLT03**PMET*3
54.D15,0.207000002,RETAIL,15,CGW*.PNK,1.377,OLT03**PMET*3
54.D16,0.207000002,RETAIL,16,TEL#_CGW2*.BDS,1.377,OLT03**PMET*3
54.D17,0.207000002,RETAIL,17,TEL#_CGW2**BDS,1.377,OLT03**PMET*3
54.D18,0.207000002,RETAIL,18,TEL#_CGW*.BDS,1.377,OLT03**PMET*3
54.D19,0.207000002,RETAIL,19,CGW2*.BTC,1.377,OLT03**PMET*3
54.D20,0.207000002,RETAIL,20,CGW*.BDS,1.377,OLT03**PMET*3
54.D21,0.207000002,RETAIL,21,CGW2*.BTC,1.377,OLT03**PMET*3
54.D22,0.207000002,RETAIL,22,CGW*.BDS,1.377,OLT03**PMET*3
54.D23,0.207000002,RETAIL,23,CGW2*.BTC,1.377,OLT03**PMET*3
54.D24,0.207000002,RETAIL,24,CGW*.BDS,1.377,OLT03**PMET*3
54.D25,0.207000002,RETAIL,25,CGW2*.BTC,1.377,OLT03**PMET*3
54.D26,0.207000002,RETAIL,26,CGW*.BDS,1.377,OLT03**PMET*3
54.D27,0.412999988,EBIS,27,CGW2*.BTC,2.754,OLT03**PMET*3
54.D28,0.412999988,EBIS,28,CGW*.BDS,2.754,OLT03**PMET*3
54.D29,0.620000005,WHOLESALE,29,CGW*.BDS,4.131,OLT03**PMET*3
54.D30,0.620000005,WHOLESALE,30,CGW*.MDO,4.131,OLT03**PMET*3
54.D31,0.825999975,MOBILE,31,CGW*.BDS,5.508,OLT03**PMET*3
54.D32,0.825999975,MOBILE,32,CGW*.MDO,5.508,OLT03**PMET*3
54.D33,0.207000002,RETAIL,33,CNGoogle,1.377,OLT03**PMET*3
54.D34,0.207000002,RETAIL,34,CNFacebook,1.377,OLT03**PMET*3
54.D35,0.207000002,RETAIL,35,CNNetflix,1.377,OLT03**PMET*3
54.D36,0.207000002,RETAIL,36,CNConversant,1.377,OLT03**PMET*3
54.D37,0.207000002,EBIS,37,CNGoogle,1.377,OLT03**PMET*3
54.D38,0.207000002,EBIS,38,CNFacebook,1.377,OLT03**PMET*3
54.D39,0.207000002,EBIS,39,CNNetflix,1.377,OLT03**PMET*3
54.D40,0.207000002,EBIS,40,CNConversant,1.377,OLT03**PMET*3
54.D41,0.207000002,WHOLESALE,41,CNGoogle,1.377,OLT03**PMET*3
54.D42,0.207000002,WHOLESALE,42,CNFacebook,1.377,OLT03**PMET*3
54.D43,0.207000002,WHOLESALE,43,CNNetflix,1.377,OLT03**PMET*3
54.D44,0.207000002,WHOLESALE,44,CNConversant,1.377,OLT03**PMET*3
54.D45,0.412999988,MOBILE,45,CNGoogle,2.754,OLT03**PMET*3
54.D46,0.412999988,MOBILE,46,CNFacebook,2.754,OLT03**PMET*3
54.D47,0.412999988,MOBILE,47,CNNetflix,2.754,OLT03**PMET*3
54.D48,0.412999988,MOBILE,48,CNConversant,2.754,OLT03**PMET*3
54.D49,0.275000006,RETAIL,49,CNIptv,1.836,OLT03**PMET*3
54.D50,0.275000006,EBIS,50,CNIptv,1.836,OLT03**PMET*3
55.D1,0.063000001,RETAIL,1,CGW2*.BTC,0.418,OLT03**SMP*2
55.D2,0.063000001,RETAIL,2,CGW*.BDS,0.418,OLT03**SMP*2
55.D3,0.063000001,RETAIL,3,CGW*.MDO,0.418,OLT03**SMP*2
55.D4,0.063000001,RETAIL,4,CGW*.PNK,0.418,OLT03**SMP*2
55.D5,0.063000001,RETAIL,5,TEL#_CGW2*.BDS,0.418,OLT03**SMP*2
55.D6,0.063000001,RETAIL,6,TEL#_CGW2**BDS,0.418,OLT03**SMP*2
55.D7,0.063000001,RETAIL,7,TEL#_CGW*.BDS,0.418,OLT03**SMP*2
55.D8,0.063000001,RETAIL,8,CGW2*.BTC,0.418,OLT03**SMP*2
55.D9,0.063000001,RETAIL,9,CGW*.BDS,0.418,OLT03**SMP*2
55.D10,0.063000001,RETAIL,10,CGW2*.BTC,0.418,OLT03**SMP*2
55.D11,0.063000001,RETAIL,11,CGW*.BDS,0.418,OLT03**SMP*2
55.D12,0.063000001,RETAIL,12,CGW2*.BTC,0.418,OLT03**SMP*2
55.D13,0.063000001,RETAIL,13,CGW*.BDS,0.418,OLT03**SMP*2
55.D14,0.063000001,RETAIL,14,CGW*.MDO,0.418,OLT03**SMP*2
55.D15,0.063000001,RETAIL,15,CGW*.PNK,0.418,OLT03**SMP*2
55.D16,0.063000001,RETAIL,16,TEL#_CGW2*.BDS,0.418,OLT03**SMP*2
55.D17,0.063000001,RETAIL,17,TEL#_CGW2**BDS,0.418,OLT03**SMP*2
55.D18,0.063000001,RETAIL,18,TEL#_CGW*.BDS,0.418,OLT03**SMP*2
55.D19,0.063000001,RETAIL,19,CGW2*.BTC,0.418,OLT03**SMP*2
55.D20,0.063000001,RETAIL,20,CGW*.BDS,0.418,OLT03**SMP*2
55.D21,0.063000001,RETAIL,21,CGW2*.BTC,0.418,OLT03**SMP*2
55.D22,0.063000001,RETAIL,22,CGW*.BDS,0.418,OLT03**SMP*2
55.D23,0.063000001,RETAIL,23,CGW2*.BTC,0.418,OLT03**SMP*2
55.D24,0.063000001,RETAIL,24,CGW*.BDS,0.418,OLT03**SMP*2
55.D25,0.063000001,RETAIL,25,CGW2*.BTC,0.418,OLT03**SMP*2
55.D26,0.063000001,RETAIL,26,CGW*.BDS,0.418,OLT03**SMP*2
55.D27,0.125,EBIS,27,CGW2*.BTC,0.836,OLT03**SMP*2
55.D28,0.125,EBIS,28,CGW*.BDS,0.836,OLT03**SMP*2
55.D29,0.187999994,WHOLESALE,29,CGW*.BDS,1.254,OLT03**SMP*2
55.D30,0.187999994,WHOLESALE,30,CGW*.MDO,1.254,OLT03**SMP*2
55.D31,0.250999987,MOBILE,31,CGW*.BDS,1.672,OLT03**SMP*2
55.D32,0.250999987,MOBILE,32,CGW*.MDO,1.672,OLT03**SMP*2
55.D33,0.063000001,RETAIL,33,CNGoogle,0.418,OLT03**SMP*2
55.D34,0.063000001,RETAIL,34,CNFacebook,0.418,OLT03**SMP*2
55.D35,0.063000001,RETAIL,35,CNNetflix,0.418,OLT03**SMP*2
55.D36,0.063000001,RETAIL,36,CNConversant,0.418,OLT03**SMP*2
55.D37,0.063000001,EBIS,37,CNGoogle,0.418,OLT03**SMP*2
55.D38,0.063000001,EBIS,38,CNFacebook,0.418,OLT03**SMP*2
55.D39,0.063000001,EBIS,39,CNNetflix,0.418,OLT03**SMP*2
55.D40,0.063000001,EBIS,40,CNConversant,0.418,OLT03**SMP*2
55.D41,0.063000001,WHOLESALE,41,CNGoogle,0.418,OLT03**SMP*2
55.D42,0.063000001,WHOLESALE,42,CNFacebook,0.418,OLT03**SMP*2
55.D43,0.063000001,WHOLESALE,43,CNNetflix,0.418,OLT03**SMP*2
55.D44,0.063000001,WHOLESALE,44,CNConversant,0.418,OLT03**SMP*2
55.D45,0.125,MOBILE,45,CNGoogle,0.836,OLT03**SMP*2
55.D46,0.125,MOBILE,46,CNFacebook,0.836,OLT03**SMP*2
55.D47,0.125,MOBILE,47,CNNetflix,0.836,OLT03**SMP*2
55.D48,0.125,MOBILE,48,CNConversant,0.836,OLT03**SMP*2
55.D49,0.083999999,RETAIL,49,CNIptv,0.557333333,OLT03**SMP*2
55.D50,0.083999999,EBIS,50,CNIptv,0.557333333,OLT03**SMP*2
56.D1,0.072999999,RETAIL,1,CGW2*.BTC,0.487,OLT04**DMO*3
56.D2,0.072999999,RETAIL,2,CGW*.BDS,0.487,OLT04**DMO*3
56.D3,0.072999999,RETAIL,3,CGW*.MDO,0.487,OLT04**DMO*3
56.D4,0.072999999,RETAIL,4,CGW*.PNK,0.487,OLT04**DMO*3
56.D5,0.072999999,RETAIL,5,TEL#_CGW2*.BDS,0.487,OLT04**DMO*3
56.D6,0.072999999,RETAIL,6,TEL#_CGW2**BDS,0.487,OLT04**DMO*3
56.D7,0.072999999,RETAIL,7,TEL#_CGW*.BDS,0.487,OLT04**DMO*3
56.D8,0.072999999,RETAIL,8,CGW2*.BTC,0.487,OLT04**DMO*3
56.D9,0.072999999,RETAIL,9,CGW*.BDS,0.487,OLT04**DMO*3
56.D10,0.072999999,RETAIL,10,CGW2*.BTC,0.487,OLT04**DMO*3
56.D11,0.072999999,RETAIL,11,CGW*.BDS,0.487,OLT04**DMO*3
56.D12,0.072999999,RETAIL,12,CGW2*.BTC,0.487,OLT04**DMO*3
56.D13,0.072999999,RETAIL,13,CGW*.BDS,0.487,OLT04**DMO*3
56.D14,0.072999999,RETAIL,14,CGW*.MDO,0.487,OLT04**DMO*3
56.D15,0.072999999,RETAIL,15,CGW*.PNK,0.487,OLT04**DMO*3
56.D16,0.072999999,RETAIL,16,TEL#_CGW2*.BDS,0.487,OLT04**DMO*3
56.D17,0.072999999,RETAIL,17,TEL#_CGW2**BDS,0.487,OLT04**DMO*3
56.D18,0.072999999,RETAIL,18,TEL#_CGW*.BDS,0.487,OLT04**DMO*3
56.D19,0.072999999,RETAIL,19,CGW2*.BTC,0.487,OLT04**DMO*3
56.D20,0.072999999,RETAIL,20,CGW*.BDS,0.487,OLT04**DMO*3
56.D21,0.072999999,RETAIL,21,CGW2*.BTC,0.487,OLT04**DMO*3
56.D22,0.072999999,RETAIL,22,CGW*.BDS,0.487,OLT04**DMO*3
56.D23,0.072999999,RETAIL,23,CGW2*.BTC,0.487,OLT04**DMO*3
56.D24,0.072999999,RETAIL,24,CGW*.BDS,0.487,OLT04**DMO*3
56.D25,0.072999999,RETAIL,25,CGW2*.BTC,0.487,OLT04**DMO*3
56.D26,0.072999999,RETAIL,26,CGW*.BDS,0.487,OLT04**DMO*3
56.D27,0.145999998,EBIS,27,CGW2*.BTC,0.974,OLT04**DMO*3
56.D28,0.145999998,EBIS,28,CGW*.BDS,0.974,OLT04**DMO*3
56.D29,0.218999997,WHOLESALE,29,CGW*.BDS,1.461,OLT04**DMO*3
56.D30,0.218999997,WHOLESALE,30,CGW*.MDO,1.461,OLT04**DMO*3
56.D31,0.291999996,MOBILE,31,CGW*.BDS,1.948,OLT04**DMO*3
56.D32,0.291999996,MOBILE,32,CGW*.MDO,1.948,OLT04**DMO*3
56.D33,0.072999999,RETAIL,33,CNGoogle,0.487,OLT04**DMO*3
56.D34,0.072999999,RETAIL,34,CNFacebook,0.487,OLT04**DMO*3
56.D35,0.072999999,RETAIL,35,CNNetflix,0.487,OLT04**DMO*3
56.D36,0.072999999,RETAIL,36,CNConversant,0.487,OLT04**DMO*3
56.D37,0.072999999,EBIS,37,CNGoogle,0.487,OLT04**DMO*3
56.D38,0.072999999,EBIS,38,CNFacebook,0.487,OLT04**DMO*3
56.D39,0.072999999,EBIS,39,CNNetflix,0.487,OLT04**DMO*3
56.D40,0.072999999,EBIS,40,CNConversant,0.487,OLT04**DMO*3
56.D41,0.072999999,WHOLESALE,41,CNGoogle,0.487,OLT04**DMO*3
56.D42,0.072999999,WHOLESALE,42,CNFacebook,0.487,OLT04**DMO*3
56.D43,0.072999999,WHOLESALE,43,CNNetflix,0.487,OLT04**DMO*3
56.D44,0.072999999,WHOLESALE,44,CNConversant,0.487,OLT04**DMO*3
56.D45,0.145999998,MOBILE,45,CNGoogle,0.974,OLT04**DMO*3
56.D46,0.145999998,MOBILE,46,CNFacebook,0.974,OLT04**DMO*3
56.D47,0.145999998,MOBILE,47,CNNetflix,0.974,OLT04**DMO*3
56.D48,0.145999998,MOBILE,48,CNConversant,0.974,OLT04**DMO*3
56.D49,0.097000003,RETAIL,49,CNIptv,0.649333333,OLT04**DMO*3
56.D50,0.097000003,EBIS,50,CNIptv,0.649333333,OLT04**DMO*3
57.D1,0.016000001,RETAIL,1,CGW2*.BTC,0.106,OLT04**KRP*3
57.D2,0.016000001,RETAIL,2,CGW*.BDS,0.106,OLT04**KRP*3
57.D3,0.016000001,RETAIL,3,CGW*.MDO,0.106,OLT04**KRP*3
57.D4,0.016000001,RETAIL,4,CGW*.PNK,0.106,OLT04**KRP*3
57.D5,0.016000001,RETAIL,5,TEL#_CGW2*.BDS,0.106,OLT04**KRP*3
57.D6,0.016000001,RETAIL,6,TEL#_CGW2**BDS,0.106,OLT04**KRP*3
57.D7,0.016000001,RETAIL,7,TEL#_CGW*.BDS,0.106,OLT04**KRP*3
57.D8,0.016000001,RETAIL,8,CGW2*.BTC,0.106,OLT04**KRP*3
57.D9,0.016000001,RETAIL,9,CGW*.BDS,0.106,OLT04**KRP*3
57.D10,0.016000001,RETAIL,10,CGW2*.BTC,0.106,OLT04**KRP*3
57.D11,0.016000001,RETAIL,11,CGW*.BDS,0.106,OLT04**KRP*3
57.D12,0.016000001,RETAIL,12,CGW2*.BTC,0.106,OLT04**KRP*3
57.D13,0.016000001,RETAIL,13,CGW*.BDS,0.106,OLT04**KRP*3
57.D14,0.016000001,RETAIL,14,CGW*.MDO,0.106,OLT04**KRP*3
57.D15,0.016000001,RETAIL,15,CGW*.PNK,0.106,OLT04**KRP*3
57.D16,0.016000001,RETAIL,16,TEL#_CGW2*.BDS,0.106,OLT04**KRP*3
57.D17,0.016000001,RETAIL,17,TEL#_CGW2**BDS,0.106,OLT04**KRP*3
57.D18,0.016000001,RETAIL,18,TEL#_CGW*.BDS,0.106,OLT04**KRP*3
57.D19,0.016000001,RETAIL,19,CGW2*.BTC,0.106,OLT04**KRP*3
57.D20,0.016000001,RETAIL,20,CGW*.BDS,0.106,OLT04**KRP*3
57.D21,0.016000001,RETAIL,21,CGW2*.BTC,0.106,OLT04**KRP*3
57.D22,0.016000001,RETAIL,22,CGW*.BDS,0.106,OLT04**KRP*3
57.D23,0.016000001,RETAIL,23,CGW2*.BTC,0.106,OLT04**KRP*3
57.D24,0.016000001,RETAIL,24,CGW*.BDS,0.106,OLT04**KRP*3
57.D25,0.016000001,RETAIL,25,CGW2*.BTC,0.106,OLT04**KRP*3
57.D26,0.016000001,RETAIL,26,CGW*.BDS,0.106,OLT04**KRP*3
57.D27,0.032000002,EBIS,27,CGW2*.BTC,0.212,OLT04**KRP*3
57.D28,0.032000002,EBIS,28,CGW*.BDS,0.212,OLT04**KRP*3
57.D29,0.048,WHOLESALE,29,CGW*.BDS,0.318,OLT04**KRP*3
57.D30,0.048,WHOLESALE,30,CGW*.MDO,0.318,OLT04**KRP*3
57.D31,0.064000003,MOBILE,31,CGW*.BDS,0.424,OLT04**KRP*3
57.D32,0.064000003,MOBILE,32,CGW*.MDO,0.424,OLT04**KRP*3
57.D33,0.016000001,RETAIL,33,CNGoogle,0.106,OLT04**KRP*3
57.D34,0.016000001,RETAIL,34,CNFacebook,0.106,OLT04**KRP*3
57.D35,0.016000001,RETAIL,35,CNNetflix,0.106,OLT04**KRP*3
57.D36,0.016000001,RETAIL,36,CNConversant,0.106,OLT04**KRP*3
57.D37,0.016000001,EBIS,37,CNGoogle,0.106,OLT04**KRP*3
57.D38,0.016000001,EBIS,38,CNFacebook,0.106,OLT04**KRP*3
57.D39,0.016000001,EBIS,39,CNNetflix,0.106,OLT04**KRP*3
57.D40,0.016000001,EBIS,40,CNConversant,0.106,OLT04**KRP*3
57.D41,0.016000001,WHOLESALE,41,CNGoogle,0.106,OLT04**KRP*3
57.D42,0.016000001,WHOLESALE,42,CNFacebook,0.106,OLT04**KRP*3
57.D43,0.016000001,WHOLESALE,43,CNNetflix,0.106,OLT04**KRP*3
57.D44,0.016000001,WHOLESALE,44,CNConversant,0.106,OLT04**KRP*3
57.D45,0.032000002,MOBILE,45,CNGoogle,0.212,OLT04**KRP*3
57.D46,0.032000002,MOBILE,46,CNFacebook,0.212,OLT04**KRP*3
57.D47,0.032000002,MOBILE,47,CNNetflix,0.212,OLT04**KRP*3
57.D48,0.032000002,MOBILE,48,CNConversant,0.212,OLT04**KRP*3
57.D49,0.021,RETAIL,49,CNIptv,0.141333333,OLT04**KRP*3
57.D50,0.021,EBIS,50,CNIptv,0.141333333,OLT04**KRP*3
58.D1,0.026000001,RETAIL,1,CGW2*.BTC,0.172,OLT04**LKI*3
58.D2,0.026000001,RETAIL,2,CGW*.BDS,0.172,OLT04**LKI*3
58.D3,0.026000001,RETAIL,3,CGW*.MDO,0.172,OLT04**LKI*3
58.D4,0.026000001,RETAIL,4,CGW*.PNK,0.172,OLT04**LKI*3
58.D5,0.026000001,RETAIL,5,TEL#_CGW2*.BDS,0.172,OLT04**LKI*3
58.D6,0.026000001,RETAIL,6,TEL#_CGW2**BDS,0.172,OLT04**LKI*3
58.D7,0.026000001,RETAIL,7,TEL#_CGW*.BDS,0.172,OLT04**LKI*3
58.D8,0.026000001,RETAIL,8,CGW2*.BTC,0.172,OLT04**LKI*3
58.D9,0.026000001,RETAIL,9,CGW*.BDS,0.172,OLT04**LKI*3
58.D10,0.026000001,RETAIL,10,CGW2*.BTC,0.172,OLT04**LKI*3
58.D11,0.026000001,RETAIL,11,CGW*.BDS,0.172,OLT04**LKI*3
58.D12,0.026000001,RETAIL,12,CGW2*.BTC,0.172,OLT04**LKI*3
58.D13,0.026000001,RETAIL,13,CGW*.BDS,0.172,OLT04**LKI*3
58.D14,0.026000001,RETAIL,14,CGW*.MDO,0.172,OLT04**LKI*3
58.D15,0.026000001,RETAIL,15,CGW*.PNK,0.172,OLT04**LKI*3
58.D16,0.026000001,RETAIL,16,TEL#_CGW2*.BDS,0.172,OLT04**LKI*3
58.D17,0.026000001,RETAIL,17,TEL#_CGW2**BDS,0.172,OLT04**LKI*3
58.D18,0.026000001,RETAIL,18,TEL#_CGW*.BDS,0.172,OLT04**LKI*3
58.D19,0.026000001,RETAIL,19,CGW2*.BTC,0.172,OLT04**LKI*3
58.D20,0.026000001,RETAIL,20,CGW*.BDS,0.172,OLT04**LKI*3
58.D21,0.026000001,RETAIL,21,CGW2*.BTC,0.172,OLT04**LKI*3
58.D22,0.026000001,RETAIL,22,CGW*.BDS,0.172,OLT04**LKI*3
58.D23,0.026000001,RETAIL,23,CGW2*.BTC,0.172,OLT04**LKI*3
58.D24,0.026000001,RETAIL,24,CGW*.BDS,0.172,OLT04**LKI*3
58.D25,0.026000001,RETAIL,25,CGW2*.BTC,0.172,OLT04**LKI*3
58.D26,0.026000001,RETAIL,26,CGW*.BDS,0.172,OLT04**LKI*3
58.D27,0.052000001,EBIS,27,CGW2*.BTC,0.344,OLT04**LKI*3
58.D28,0.052000001,EBIS,28,CGW*.BDS,0.344,OLT04**LKI*3
58.D29,0.077,WHOLESALE,29,CGW*.BDS,0.516,OLT04**LKI*3
58.D30,0.077,WHOLESALE,30,CGW*.MDO,0.516,OLT04**LKI*3
58.D31,0.103,MOBILE,31,CGW*.BDS,0.688,OLT04**LKI*3
58.D32,0.103,MOBILE,32,CGW*.MDO,0.688,OLT04**LKI*3
58.D33,0.026000001,RETAIL,33,CNGoogle,0.172,OLT04**LKI*3
58.D34,0.026000001,RETAIL,34,CNFacebook,0.172,OLT04**LKI*3
58.D35,0.026000001,RETAIL,35,CNNetflix,0.172,OLT04**LKI*3
58.D36,0.026000001,RETAIL,36,CNConversant,0.172,OLT04**LKI*3
58.D37,0.026000001,EBIS,37,CNGoogle,0.172,OLT04**LKI*3
58.D38,0.026000001,EBIS,38,CNFacebook,0.172,OLT04**LKI*3
58.D39,0.026000001,EBIS,39,CNNetflix,0.172,OLT04**LKI*3
58.D40,0.026000001,EBIS,40,CNConversant,0.172,OLT04**LKI*3
58.D41,0.026000001,WHOLESALE,41,CNGoogle,0.172,OLT04**LKI*3
58.D42,0.026000001,WHOLESALE,42,CNFacebook,0.172,OLT04**LKI*3
58.D43,0.026000001,WHOLESALE,43,CNNetflix,0.172,OLT04**LKI*3
58.D44,0.026000001,WHOLESALE,44,CNConversant,0.172,OLT04**LKI*3
58.D45,0.052000001,MOBILE,45,CNGoogle,0.344,OLT04**LKI*3
58.D46,0.052000001,MOBILE,46,CNFacebook,0.344,OLT04**LKI*3
58.D47,0.052000001,MOBILE,47,CNNetflix,0.344,OLT04**LKI*3
58.D48,0.052000001,MOBILE,48,CNConversant,0.344,OLT04**LKI*3
58.D49,0.034000002,RETAIL,49,CNIptv,0.229333333,OLT04**LKI*3
58.D50,0.034000002,EBIS,50,CNIptv,0.229333333,OLT04**LKI*3
59.D1,0.027000001,RETAIL,1,CGW2*.BTC,0.182,OLT04**LKI*5
59.D2,0.027000001,RETAIL,2,CGW*.BDS,0.182,OLT04**LKI*5
59.D3,0.027000001,RETAIL,3,CGW*.MDO,0.182,OLT04**LKI*5
59.D4,0.027000001,RETAIL,4,CGW*.PNK,0.182,OLT04**LKI*5
59.D5,0.027000001,RETAIL,5,TEL#_CGW2*.BDS,0.182,OLT04**LKI*5
59.D6,0.027000001,RETAIL,6,TEL#_CGW2**BDS,0.182,OLT04**LKI*5
59.D7,0.027000001,RETAIL,7,TEL#_CGW*.BDS,0.182,OLT04**LKI*5
59.D8,0.027000001,RETAIL,8,CGW2*.BTC,0.182,OLT04**LKI*5
59.D9,0.027000001,RETAIL,9,CGW*.BDS,0.182,OLT04**LKI*5
59.D10,0.027000001,RETAIL,10,CGW2*.BTC,0.182,OLT04**LKI*5
59.D11,0.027000001,RETAIL,11,CGW*.BDS,0.182,OLT04**LKI*5
59.D12,0.027000001,RETAIL,12,CGW2*.BTC,0.182,OLT04**LKI*5
59.D13,0.027000001,RETAIL,13,CGW*.BDS,0.182,OLT04**LKI*5
59.D14,0.027000001,RETAIL,14,CGW*.MDO,0.182,OLT04**LKI*5
59.D15,0.027000001,RETAIL,15,CGW*.PNK,0.182,OLT04**LKI*5
59.D16,0.027000001,RETAIL,16,TEL#_CGW2*.BDS,0.182,OLT04**LKI*5
59.D17,0.027000001,RETAIL,17,TEL#_CGW2**BDS,0.182,OLT04**LKI*5
59.D18,0.027000001,RETAIL,18,TEL#_CGW*.BDS,0.182,OLT04**LKI*5
59.D19,0.027000001,RETAIL,19,CGW2*.BTC,0.182,OLT04**LKI*5
59.D20,0.027000001,RETAIL,20,CGW*.BDS,0.182,OLT04**LKI*5
59.D21,0.027000001,RETAIL,21,CGW2*.BTC,0.182,OLT04**LKI*5
59.D22,0.027000001,RETAIL,22,CGW*.BDS,0.182,OLT04**LKI*5
59.D23,0.027000001,RETAIL,23,CGW2*.BTC,0.182,OLT04**LKI*5
59.D24,0.027000001,RETAIL,24,CGW*.BDS,0.182,OLT04**LKI*5
59.D25,0.027000001,RETAIL,25,CGW2*.BTC,0.182,OLT04**LKI*5
59.D26,0.027000001,RETAIL,26,CGW*.BDS,0.182,OLT04**LKI*5
59.D27,0.055,EBIS,27,CGW2*.BTC,0.364,OLT04**LKI*5
59.D28,0.055,EBIS,28,CGW*.BDS,0.364,OLT04**LKI*5
59.D29,0.082000002,WHOLESALE,29,CGW*.BDS,0.546,OLT04**LKI*5
59.D30,0.082000002,WHOLESALE,30,CGW*.MDO,0.546,OLT04**LKI*5
59.D31,0.108999997,MOBILE,31,CGW*.BDS,0.728,OLT04**LKI*5
59.D32,0.108999997,MOBILE,32,CGW*.MDO,0.728,OLT04**LKI*5
59.D33,0.027000001,RETAIL,33,CNGoogle,0.182,OLT04**LKI*5
59.D34,0.027000001,RETAIL,34,CNFacebook,0.182,OLT04**LKI*5
59.D35,0.027000001,RETAIL,35,CNNetflix,0.182,OLT04**LKI*5
59.D36,0.027000001,RETAIL,36,CNConversant,0.182,OLT04**LKI*5
59.D37,0.027000001,EBIS,37,CNGoogle,0.182,OLT04**LKI*5
59.D38,0.027000001,EBIS,38,CNFacebook,0.182,OLT04**LKI*5
59.D39,0.027000001,EBIS,39,CNNetflix,0.182,OLT04**LKI*5
59.D40,0.027000001,EBIS,40,CNConversant,0.182,OLT04**LKI*5
59.D41,0.027000001,WHOLESALE,41,CNGoogle,0.182,OLT04**LKI*5
59.D42,0.027000001,WHOLESALE,42,CNFacebook,0.182,OLT04**LKI*5
59.D43,0.027000001,WHOLESALE,43,CNNetflix,0.182,OLT04**LKI*5
59.D44,0.027000001,WHOLESALE,44,CNConversant,0.182,OLT04**LKI*5
59.D45,0.055,MOBILE,45,CNGoogle,0.364,OLT04**LKI*5
59.D46,0.055,MOBILE,46,CNFacebook,0.364,OLT04**LKI*5
59.D47,0.055,MOBILE,47,CNNetflix,0.364,OLT04**LKI*5
59.D48,0.055,MOBILE,48,CNConversant,0.364,OLT04**LKI*5
59.D49,0.035999998,RETAIL,49,CNIptv,0.242666667,OLT04**LKI*5
59.D50,0.035999998,EBIS,50,CNIptv,0.242666667,OLT04**LKI*5
60.D1,0.063000001,RETAIL,1,CGW2*.BTC,0.418,OLT04**SMP*2BLO
60.D2,0.063000001,RETAIL,2,CGW*.BDS,0.418,OLT04**SMP*2BLO
60.D3,0.063000001,RETAIL,3,CGW*.MDO,0.418,OLT04**SMP*2BLO
60.D4,0.063000001,RETAIL,4,CGW*.PNK,0.418,OLT04**SMP*2BLO
60.D5,0.063000001,RETAIL,5,TEL#_CGW2*.BDS,0.418,OLT04**SMP*2BLO
60.D6,0.063000001,RETAIL,6,TEL#_CGW2**BDS,0.418,OLT04**SMP*2BLO
60.D7,0.063000001,RETAIL,7,TEL#_CGW*.BDS,0.418,OLT04**SMP*2BLO
60.D8,0.063000001,RETAIL,8,CGW2*.BTC,0.418,OLT04**SMP*2BLO
60.D9,0.063000001,RETAIL,9,CGW*.BDS,0.418,OLT04**SMP*2BLO
60.D10,0.063000001,RETAIL,10,CGW2*.BTC,0.418,OLT04**SMP*2BLO
60.D11,0.063000001,RETAIL,11,CGW*.BDS,0.418,OLT04**SMP*2BLO
60.D12,0.063000001,RETAIL,12,CGW2*.BTC,0.418,OLT04**SMP*2BLO
60.D13,0.063000001,RETAIL,13,CGW*.BDS,0.418,OLT04**SMP*2BLO
60.D14,0.063000001,RETAIL,14,CGW*.MDO,0.418,OLT04**SMP*2BLO
60.D15,0.063000001,RETAIL,15,CGW*.PNK,0.418,OLT04**SMP*2BLO
60.D16,0.063000001,RETAIL,16,TEL#_CGW2*.BDS,0.418,OLT04**SMP*2BLO
60.D17,0.063000001,RETAIL,17,TEL#_CGW2**BDS,0.418,OLT04**SMP*2BLO
60.D18,0.063000001,RETAIL,18,TEL#_CGW*.BDS,0.418,OLT04**SMP*2BLO
60.D19,0.063000001,RETAIL,19,CGW2*.BTC,0.418,OLT04**SMP*2BLO
60.D20,0.063000001,RETAIL,20,CGW*.BDS,0.418,OLT04**SMP*2BLO
60.D21,0.063000001,RETAIL,21,CGW2*.BTC,0.418,OLT04**SMP*2BLO
60.D22,0.063000001,RETAIL,22,CGW*.BDS,0.418,OLT04**SMP*2BLO
60.D23,0.063000001,RETAIL,23,CGW2*.BTC,0.418,OLT04**SMP*2BLO
60.D24,0.063000001,RETAIL,24,CGW*.BDS,0.418,OLT04**SMP*2BLO
60.D25,0.063000001,RETAIL,25,CGW2*.BTC,0.418,OLT04**SMP*2BLO
60.D26,0.063000001,RETAIL,26,CGW*.BDS,0.418,OLT04**SMP*2BLO
60.D27,0.125,EBIS,27,CGW2*.BTC,0.836,OLT04**SMP*2BLO
60.D28,0.125,EBIS,28,CGW*.BDS,0.836,OLT04**SMP*2BLO
60.D29,0.187999994,WHOLESALE,29,CGW*.BDS,1.254,OLT04**SMP*2BLO
60.D30,0.187999994,WHOLESALE,30,CGW*.MDO,1.254,OLT04**SMP*2BLO
60.D31,0.250999987,MOBILE,31,CGW*.BDS,1.672,OLT04**SMP*2BLO
